url,keywords
"('http://youtube.com/watch?v=uXjQ8yc9Pdg',)","('overview|b|cell|b|lymphocyt|activ|produc|antibodi',)"
"('http://youtube.com/watch?v=_60sKaoRmhU',)","('innat|vs|adapt|immun|humor|adapt|immun|vs|cellmedi|adapt|immun',)"
"('http://youtube.com/watch?v=FXSuEIMrPQk',)","('role|phagocyt|innat|nonspecif|immun|neutrophil|macrophag|dendrit|cell|mhc|ii',)"
"('http://youtube.com/watch?v=xaz5ftvZCyI',)","('role|sarcoplasm|reticulum|control|calcium|ion|concentr|muscl|cell',)"
"('http://youtube.com/watch?v=oqI4skjr6lQ',)","('myosin|actin|interact|produc|mechan|forc',)"
"('http://youtube.com/watch?v=uwMYpTYsNZM',)","('neuron|stimul|inhibit|neuron|chemic|synaps',)"
"('http://youtube.com/watch?v=j_kSmmEpvQk',)","('sodium|potassium|pump|maintain|voltag|gradient|cell|neuron|membran',)"
"('http://youtube.com/watch?v=Z36dUduOk1Y',)","('introduct|neuron|anatomi',)"
"('http://youtube.com/watch?v=rp7T4IItbtM',)","('hemoglobin|role|circulatori|system',)"
"('http://youtube.com/watch?v=O1N2rENXq_Y',)","('pulmonari|system|includ|lung|larynx|trachea|bronchi|bronchiol|alveoli|thorac|diaphragm',)"
"('http://youtube.com/watch?v=SauhB2fYQkM',)","('learn|diffus|osmosi|concentr|gradient|import|cell',)"
"('http://youtube.com/watch?v=zopoN2i7ALQ',)","('calvin|cycl|lightindepend|dark|reaction|photosythesi',)"
"('http://youtube.com/watch?v=Tbq-KZaXiL4',)","('overview|lightdepend|reaction|includ|structur|chloroplast|photosystem|atp|synthes',)"
"('http://youtube.com/watch?v=C_H-ONQFjpQ',)","('overview|photosynthesi|photosynthesi|accomplish|import|lightdepend|lightindepend|reaction|work',)"
"('http://youtube.com/watch?v=ob5U8zPbAX4',)","('introduct|central|limit|theorem|sampl|distribut|mean',)"
"('http://youtube.com/watch?v=LWtXthfG9_M',)","('sal|sketch|graph|fx3x⁴4x³2|includ|extremum|inflect|point',)"
"('http://youtube.com/watch?v=SPGRkexI_cs',)","('introduct|divis',)"
"('http://youtube.com/watch?v=aubZU0iWtgI',)","('sal|introduc|lattic|multipl',)"
"('http://youtube.com/watch?v=slm6D2VEXYs',)","('overview|electron|transport|chain',)"
"('http://youtube.com/watch?v=GR2GA7chA_c',)","('overview|kreb|citric|acid|cycl|seri|reaction|take|acetyl|coa|\xa0|produc|carbon|dioxid|nadh|fadh2|atp|gtp',)"
"('http://youtube.com/watch?v=-rsYk4eCKnA',)","('overview|basic|glycolysi',)"
"('http://youtube.com/watch?v=JNm3M9cqWyc',)","('oxid|reduct|cellular|respir|reconcil|biolog|chemistri|definit|oxid|reduct',)"
"('http://youtube.com/watch?v=hIgnece9ins',)","('introduct|cellular|respir|includ|glycolysi|kreb|cycl|electron|transport|chain',)"
"('http://youtube.com/watch?v=MTzTqvzWzm8',)","('determin|eigenvalu|3x3|matrix',)"
"('http://youtube.com/watch?v=gS6TfWUv97I',)","('find|transform|matrix|respect|nonstandard|basi',)"
"('http://youtube.com/watch?v=mfgCcFXUZRk',)","('defin|determin|nxn|matric|exampl|4x4|determin',)"
"('http://youtube.com/watch?v=juM2ROSLWfw',)","('sal|arriv|formal|definit|deriv|consid|limit|slope|secant|line|approach|tangent|line',)"
"('http://youtube.com/watch?v=FE2jfTXAJHg',)","('summari|thought|video| |discuss|fraction|reserv|bank|subsidi|bank|allow|arbitrag|yield|curv',)"
"('http://youtube.com/watch?v=_KyyVhlUDNU',)","('find|\xa0|∫2ln|xx|dx',)"
"('http://youtube.com/watch?v=2f7YwCtHcgk',)","('introduct|linear|transform',)"
"('http://youtube.com/watch?v=11dNghWC4HI',)","('dimens|column|space|rank',)"
"('http://youtube.com/watch?v=PiuhTj0zCf4',)","('exampl|trig|substitut|solv|indefinit|integr',)"
"('http://youtube.com/watch?v=H9BWRYJNIv4',)","('proof|cauchyschwarz|inequ',)"
"('http://youtube.com/watch?v=ANyVpMS3HL4',)","('understand|definit|basi|subspac',)"
"('http://youtube.com/watch?v=8SAMey9Gl5I',)","('introduct|linear|subspac|rn',)"
"('http://youtube.com/watch?v=C5Lbjbyr1t4',)","('understand|linear|combin|span|vector',)"
"('http://youtube.com/watch?v=4PCktDZJH8E',)","('introduct|convolut',)"
"('http://youtube.com/watch?v=JUgrBkPteTg',)","('introduct|dirac|delta|function',)"
"('http://youtube.com/watch?v=n4EK92CSuBE',)","('introduct|virus',)"
"('http://youtube.com/watch?v=r2PogGDl8_U',)","('introduct|bacteria',)"
"('http://youtube.com/watch?v=zntNi3-ybfQ',)","('learn|use|punnett|squar|calcul|probabl|differ|phenotyp|includ|work|exampl|dihybrid|cross|independ|assort|incomplet|domin|codomin|multipl|allel',)"
"('http://youtube.com/watch?v=pMFv6liWK4M',)","('hered|classic|genet|domin|recess|trait|heterozyg|homozyg|genotyp',)"
"('http://youtube.com/watch?v=Qm_OS-8COwU',)","('overview|earli|develop|zygot|embryo|embryon|somat|stem|cell',)"
"('http://youtube.com/watch?v=IW4Reburjpc',)","('introduct|cancer|byproduct|broken|dna|replic',)"
"('http://youtube.com/watch?v=4qfdCwys2ew',)","('intuit|spontan|driven|enthalpi|entropi|temperatur|introduct|gibb|free|energi',)"
"('http://youtube.com/watch?v=0h5Jd7sgQWY',)","('hesss|law|standard|heat|format|determin|enthalpi|chang|reaction',)"
"('http://youtube.com/watch?v=TDoGrbpJJ14',)","('clarifi|thermodynam|definit|entropi|requir|revers|system',)"
"('http://youtube.com/watch?v=D5ymMYcLtv0',)","('understand|enthalpi|view|heat|content|constant|pressur|system',)"
"('http://youtube.com/watch?v=eEUvRrhmcxM',)","('clarifi|point|evolut|intellig|design',)"
"('http://youtube.com/watch?v=-yCIMk1x0Pk',)","('overview|dna|transcript|translat|replic|mitosi|meiosi|\xa0|learn|chromosom|chromatid|chromatin',)"
"('http://youtube.com/watch?v=RZhL7LDPk8w',)","('variat|introduc|speci',)"
"('http://youtube.com/watch?v=ViAmQivKif0',)","('owl|butterfli|gotten|spot|wing',)"
"('http://youtube.com/watch?v=chXMpDwjBDk',)","('argument|evolut|speak|intellig|design',)"
"('http://youtube.com/watch?v=PFcGiMLwjeY',)","('introduct|group|organ|evolv|natur|select|lead|evolut',)"
"('http://youtube.com/watch?v=fucyI7Ouj2c',)","('maxwel|demon|thought|experi|defi|2nd|law|thermodynam',)"
"('http://youtube.com/watch?v=nh1R-gyY7es',)","('introduc|second|law|thermodynam|discuss|entropi|chang|term|heat|microst',)"
"('http://youtube.com/watch?v=s9HPNwXd9fk',)","('introduct|carnot|cycl|carnot|heat|engin',)"
"('http://youtube.com/watch?v=DuArVnT1i-E',)","('conceptu|proof|intern|energi|ideal|ga|system|32|pv',)"
"('http://youtube.com/watch?v=dR_BFmDMRaI',)","('system|work|expand',)"
"('http://youtube.com/watch?v=qxOEz9aPZNY',)","('get|intuit|intern|energi|heat|work|exampl|law|calcul|work',)"
"('http://youtube.com/watch?v=GcjgWov7mTM',)","('law|thermodynam|intern|energi',)"
"('http://youtube.com/watch?v=aKRDvSZ-igA',)","('theoret|quasistat|andor|revers|process|stay|pretti|equilibrium',)"
"('http://youtube.com/watch?v=xJf6pHqLzs0',)","('introduct|exponenti|decay|exponenti|decay|formula|calcul|k|calcul|mass|carbon14|remain|given|time|calcul|time|take|specif|mass|remain',)"
"('http://youtube.com/watch?v=aAfBSJObd6Y',)","('show|ntnekt|describ|radioact|substanc|time|t|student|background|calculu|necessari|intro|chemistri|class',)"
"('http://youtube.com/watch?v=qSFY7GKhSRs',)","('carbon|date|reallif|exampl|firstord|reaction|video|explain|\xa0|halflif|context|radioact|decay',)"
"('http://youtube.com/watch?v=obeGVTOZyfE',)","('alpha|beta|gamma|decay|positron|emiss',)"
"('http://youtube.com/watch?v=aOSlXuDO4UU',)","('make|sure|fulli|understand|titrat|curv|compar|initi|ph|ph|equival|point|differ|type',)"
"('http://youtube.com/watch?v=Xb05CaG7TsQ',)","('le|chateli|principl|predict|chang|concentr|stress|reaction|equilibrium',)"
"('http://youtube.com/watch?v=lKq-10ysDb4',)","('ignor|solvent|solid|state|molecul|calcul|equilibrium|constant',)"
"('http://youtube.com/watch?v=HTDop6eEsaA',)","('kinet|activ|energi|activ|complex|catalyst',)"
"('http://youtube.com/watch?v=H7nrVDV8ahc',)","('rais|lower|boil|freez|point|solut|ad|solut',)"
"('http://youtube.com/watch?v=9REPnibO4IQ',)","('solubl|salt|ga|solut|liquid|solvent',)"
"('http://youtube.com/watch?v=3koOwozY4oc',)","('suspens|colloid|solut|differ|molar|molal',)"
"('http://youtube.com/watch?v=BBIGR0RAMtY',)","('vapor|pressur|volatil|evapor',)"
"('http://youtube.com/watch?v=4-fEvpVNTlE',)","('van|der|waal|forc|london|dispers|forc|dipoledipol|forc|\xa0|hydrogen|bond',)"
"('http://youtube.com/watch?v=TsXlTWgyItw',)","('understand|interpret|phase|diagram',)"
"('http://youtube.com/watch?v=__zy-oOLPug',)","('introduct|state|phase|matter',)"
"('http://youtube.com/watch?v=z9LxdqYntlU',)","('figur|mass|oxygen|given|p|v|t|need|check|unit|r',)"
"('http://youtube.com/watch?v=zjIVJh4JLNo',)","('figur|number|mole|ga|ideal|ga|equat|pvnrt',)"
"('http://youtube.com/watch?v=3ROWXs3jtQU',)","('intuit|ideal|ga|equat|pvnrt',)"
"('http://youtube.com/watch?v=hA5jddDYcyg',)","('stoichiometri|problem|find|limit|reagent|calcul|gram|product|form',)"
"('http://youtube.com/watch?v=8qfzpJvsp04',)","('introduct|stoichiometri|balanc|reaction|find|molar|ratio',)"
"('http://youtube.com/watch?v=Qp87Z4m8R-w',)","('introduct|idea|mole|number|vs|anim',)"
"('http://youtube.com/watch?v=pKvo0XWZtjo',)","('introduct|ionic|coval|polar|coval|metal|bond',)"
"('http://youtube.com/watch?v=69V-60sga3M',)","('electron|configur|relat|orbit|structur|period|tabl',)"
"('http://youtube.com/watch?v=erjMiErRgSQ',)","('introduct|orbit|relat|energi|shell|row|period|period|tabl',)"
"('http://youtube.com/watch?v=WScwPIPqZa0',)","('learn|atom|proton|neutron|electron|element|defin|atom|number|number|proton|nucleu|mass|atom|determin|total|number|proton|neutron',)"
"('http://youtube.com/watch?v=rESzyhPOJ7I',)","('incom|statement|revenu|gross|profit|oper|profit|net|incom|roa|roe',)"
"('http://youtube.com/watch?v=SjQG3rKSZUQ',)","('sal|explain|partial|fraction|expans|rewrit|x²2x37x²3x40|sum|1|ration|express|linear|denomin',)"
"('http://youtube.com/watch?v=AsqEkF7hcII',)","('explor|normal|distribut',)"
"('http://youtube.com/watch?v=CGA8sRwqIFg',)","('sal|introduc|magic|law|larg|number',)"
"('http://youtube.com/watch?v=FmQoSenbtnU',)","('introduct|poisson|process|poisson|distribut',)"
"('http://youtube.com/watch?v=yBrp8uvNAhI',)","('expect|valu|binomi|distribut|random|variabl',)"
"('http://youtube.com/watch?v=1xSQlwWGT8M',)","('probabl|densiti|function|continu|random|variabl',)"
"('http://youtube.com/watch?v=Z7C4cz2HkeY',)","('analysi|feder|reserv|balanc|sheet|feb|2007',)"
"('http://youtube.com/watch?v=S-XKGBesRzk',)","('discount|rate|window| |lender|resort',)"
"('http://youtube.com/watch?v=hgtMWR3TFnY',)","('differ|bond|stock',)"
"('http://youtube.com/watch?v=VpuN8vCQ--M',)","('rais|money|angel|investor| |premoney|postmoney|valuat',)"
"('http://youtube.com/watch?v=3z-M6sbGIZ0',)","('learn|calcul|standard|deviat|relat|varianc|mean|differ|popul|sampl|standard|deviat',)"
"('http://youtube.com/watch?v=SqcxYnNlI3Y',)","('introduct|descript|statist|central|tendenc|way|measur|averag|set|median|mean|mode',)"
"('http://youtube.com/watch?v=Fvi9A_tEmXQ',)","('pro|con|bank|system| |gold',)"
"('http://youtube.com/watch?v=MILF-9GeMDQ',)","('get|gold|standard| |short|discuss|mean|wealth',)"
"('http://youtube.com/watch?v=FxkTSjctXdk',)","('introduct|idea|reserv|bank',)"
"('http://youtube.com/watch?v=rs1md3e4aYU',)","('leverag| |good|bad| |leverag|insolv',)"
"('http://youtube.com/watch?v=8OCjwBkMJ_E',)","('introduct|bank|money|valu|potenti|add|societi',)"
"('http://youtube.com/watch?v=HvDqbzu0i0E',)","('bubbl|destroy|wealth',)"
"('http://youtube.com/watch?v=uhxtUt_-GyM',)","('bailout|work',)"
"('http://youtube.com/watch?v=T9byZBGtGuw',)","('system|risk|credit|default|swap|financi|weapon|mass|destruct',)"
"('http://youtube.com/watch?v=NFDMXwwzyIM',)","('introduct|credit|default|swap',)"
"('http://youtube.com/watch?v=M-4GWomLbpc',)","('introduct|order|homogen|equat',)"
"('http://youtube.com/watch?v=8fxilNdEQTo',)","('chain|rule|partial|deriv|proof|intuit',)"
"('http://youtube.com/watch?v=E-HOz8T6tAo',)","('introduct|tripl|integr',)"
"('http://youtube.com/watch?v=Q7HbtnOyKMg',)","('figur|volum|zxy2',)"
"('http://youtube.com/watch?v=R528WbVdC0I',)","('introduct|doubl|integr',)"
"('http://youtube.com/watch?v=neAFEvNsiqw',)","('understand|differ|dot|cross|product',)"
"('http://youtube.com/watch?v=a1lVOO9Y080',)","('introduct|vector|dot|product',)"
"('http://youtube.com/watch?v=9Wfn-WWV1aY',)","('introduct|magnet',)"
"('http://youtube.com/watch?v=iEpqcdaJNTQ',)","('old|video|sal|introduc|mean|valu|theorem| |give|intuit|mean',)"
"('http://youtube.com/watch?v=vr0sTKbV7lI',)","('deriv|quadrat|formula|complet|squar',)"
"('http://youtube.com/watch?v=TdLD2Zh-nUQ',)","('introduct|electr|circuit|current|resist',)"
"('http://youtube.com/watch?v=85zGYB-34jQ',)","('introduct|moment',)"
"('http://youtube.com/watch?v=E34CftP455k',)","('introduct|capacit|plate|capacitor',)"
"('http://youtube.com/watch?v=KDHuWxy53uM',)","('think|forc|charg|come|properti|space|properti|call|electr|field',)"
"('http://youtube.com/watch?v=8Y4JSp5U82I',)","('old|video|sal|explain|use|combinatori|formula|n|choos|k|expand|binomi|express',)"
"('http://youtube.com/watch?v=bGNMXfaNR5Q',)","('interest|simpl|versu|compound|interest',)"
"('http://youtube.com/watch?v=mDmRYfma9C0',)","('intuit|motion|mass|spring|calculu|near|end',)"
"('http://youtube.com/watch?v=3o8_EARoMtg',)","('introduct|hook|law',)"
"('http://youtube.com/watch?v=ESusD8HRLBI',)","('littl|bit|graviti',)"
"('http://youtube.com/watch?v=ngOC4eUQl8Y',)","('littl|bit|graviti',)"
"('http://youtube.com/watch?v=0YOGrTNgGhE',)","('express|vector|scale|sum|unit|vector',)"
"('http://youtube.com/watch?v=xF_hJaXUNfE',)","('math|rent|vs|buy|home|challeng|notion|better|buy',)"
"('http://youtube.com/watch?v=GtaoP0skPWc',)","('home|purchas|illustr|asset|liabil|owner|equiti',)"
"('http://youtube.com/watch?v=Nk2q-_jkJVs',)","('introduct|torqu',)"
"('http://youtube.com/watch?v=ZzwuHS9ldbY',)","('video|sal|give|conceptu|understand|center|mass|mean',)"
"('http://youtube.com/watch?v=391txUI76gM',)","('conserv|energi|problem|energi|conserv',)"
"('http://youtube.com/watch?v=8i0j3j16yFk',)","('law|conserv|energi|potenti|energi|convert|kinet|energi',)"
"('http://youtube.com/watch?v=FaF3v-ezbSk',)","('introduct|work|energi',)"
"('http://youtube.com/watch?v=YL10H_EcB-E',)","('exampl|conserv|momentum|dimens',)"
"('http://youtube.com/watch?v=mxsYHiDVNlk',)","('momentum| |simpl|problem|involv|momentum',)"
"('http://youtube.com/watch?v=QhuJn8YBtmg',)","('introduct|tension|solv|tension|set|wire|weight|hang',)"
"('http://youtube.com/watch?v=VrflZifKIuw',)","('equat|motion|figur|thing|fall|object',)"
"('http://youtube.com/watch?v=YvacYWgygaA',)","('intuit|deriv|deriv|find|slope|point|fxx2',)"
"('http://youtube.com/watch?v=kw_4Loo1HR4',)","('find|slope|tangent|line|curv|deriv|introduct|calculu',)"
"('http://youtube.com/watch?v=2WS1sG9fhOk',)","('sal|cover|differ|kind|function|show|determin|domain',)"
"('http://youtube.com/watch?v=CFygKiTB-4A',)","('introduct| |collater|debt|oblig|listen|seri|mortgageback|secur',)"
"('http://youtube.com/watch?v=XFhntPxow0U',)","('introduct|mortgageback|secur',)"
"('http://youtube.com/watch?v=_UrfHFEBIpU',)","('introduct|function',)"
"('http://youtube.com/watch?v=15zliAL4llE',)","('introduct|quadrat|equat|solv|2nd|degre|polynomi|equat',)"
"('http://youtube.com/watch?v=ay8838UZ4nM',)","('learn|unit|convers|metric|system',)"
"('http://youtube.com/watch?v=rAof9Ld5sOg',)","('factor|quadrat',)"
"('http://youtube.com/watch?v=U-k5N1WPk4g',)","('solv|linear|equat|variabl|express|denomin|fraction',)"
